match_id,date,match_date,tournament,city,country,level,round,best_of_5,surface,indoor,player_a_id,player_b_id,winner_id,duration_minutes
2015-425_20150420_27.0,2015-04-20,2015-04-21,Barcelona,Barcelona,,500,R32,0,clay,0,KE17,Y218,Y218,147.0
2015-425_20150420_28.0,2015-04-20,2015-04-21,Barcelona,Barcelona,,500,R32,0,clay,0,F401,M824,F401,85.0
2015-425_20150420_29.0,2015-04-20,2015-04-21,Barcelona,Barcelona,,500,R32,0,clay,0,K771,L397,L397,111.0
2015-425_20150420_30.0,2015-04-20,2015-04-21,Barcelona,Barcelona,,500,R32,0,clay,0,A596,MD56,A596,113.0
2015-425_20150420_31.0,2015-04-20,2015-04-21,Barcelona,Barcelona,,500,R32,0,clay,0,F510,RE44,F510,104.0
2015-425_20150420_32.0,2015-04-20,2015-04-21,Barcelona,Barcelona,,500,R32,0,clay,0,A479,N409,N409,99.0
2015-425_20150420_33.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,G725,N552,N552,83.0
2015-425_20150420_34.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,BD06,C882,BD06,97.0
2015-425_20150420_35.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,E224,K966,K966,79.0
2015-425_20150420_36.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,G710,R419,R419,69.0
2015-425_20150420_37.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,K435,PD31,K435,84.0
2015-425_20150420_38.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,F401,Y218,F401,87.0
2015-425_20150420_39.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,A596,L397,A596,72.0
2015-425_20150420_40.0,2015-04-20,2015-04-22,Barcelona,Barcelona,,500,R16,0,clay,0,F510,N409,F510,121.0
2015-425_20150420_41.0,2015-04-20,2015-04-23,Barcelona,Barcelona,,500,QF,0,clay,0,BD06,N552,N552,101.0
2015-425_20150420_42.0,2015-04-20,2015-04-23,Barcelona,Barcelona,,500,QF,0,clay,0,K966,R419,K966,97.0
2015-425_20150420_43.0,2015-04-20,2015-04-23,Barcelona,Barcelona,,500,QF,0,clay,0,F401,K435,F401,105.0
2015-425_20150420_44.0,2015-04-20,2015-04-23,Barcelona,Barcelona,,500,QF,0,clay,0,A596,F510,A596,66.0
2015-425_20150420_45.0,2015-04-20,2015-04-24,Barcelona,Barcelona,,500,SF,0,clay,0,K966,N552,N552,78.0
2015-425_20150420_46.0,2015-04-20,2015-04-24,Barcelona,Barcelona,,500,SF,0,clay,0,A596,F401,A596,106.0
2015-425_20150420_47.0,2015-04-20,2015-04-26,Barcelona,Barcelona,,500,F,0,clay,0,A596,N552,N552,95.0
2015-773_20150420_1.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,F586,T742,T742,87.0
2015-773_20150420_2.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,BA98,G806,BA98,92.0
2015-773_20150420_3.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,D646,H804,H804,146.0
2015-773_20150420_4.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,CA99,Y061,Y061,94.0
2015-773_20150420_5.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,I165,MF09,MF09,83.0
2015-773_20150420_6.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,G676,T840,G676,120.0
2015-773_20150420_7.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,CG80,SC77,CG80,160.0
2015-773_20150420_8.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,J267,MB02,J267,125.0
2015-773_20150420_9.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,SM37,V708,V708,115.0
2015-773_20150420_10.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,G476,GA79,G476,56.0
2015-773_20150420_11.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,B837,D632,B837,85.0
2015-773_20150420_12.0,2015-04-20,2015-04-20,Bucharest,Bucharest,,250,R32,0,clay,0,L987,Z254,L987,70.0
2015-773_20150420_13.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,SD32,T742,SD32,118.0
2015-773_20150420_14.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,G676,MF09,G676,84.0
2015-773_20150420_15.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,CG80,K336,K336,97.0
2015-773_20150420_16.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,J267,V708,V708,70.0
2015-773_20150420_17.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,B837,G476,G476,87.0
2015-773_20150420_18.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,L987,R685,R685,158.0
2015-773_20150420_19.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,BA98,H804,BA98,87.0
2015-773_20150420_20.0,2015-04-20,2015-04-21,Bucharest,Bucharest,,250,R16,0,clay,0,MC65,Y061,MC65,55.0
2015-773_20150420_21.0,2015-04-20,2015-04-22,Bucharest,Bucharest,,250,QF,0,clay,0,G676,SD32,G676,140.0
2015-773_20150420_22.0,2015-04-20,2015-04-22,Bucharest,Bucharest,,250,QF,0,clay,0,K336,V708,V708,79.0
2015-773_20150420_23.0,2015-04-20,2015-04-22,Bucharest,Bucharest,,250,QF,0,clay,0,G476,R685,G476,113.0
2015-773_20150420_24.0,2015-04-20,2015-04-22,Bucharest,Bucharest,,250,QF,0,clay,0,BA98,MC65,MC65,93.0
2015-773_20150420_25.0,2015-04-20,2015-04-23,Bucharest,Bucharest,,250,SF,0,clay,0,G676,V708,V708,104.0
2015-773_20150420_26.0,2015-04-20,2015-04-23,Bucharest,Bucharest,,250,SF,0,clay,0,G476,MC65,G476,130.0
2015-773_20150420_27.0,2015-04-20,2015-04-25,Bucharest,Bucharest,,250,F,0,clay,0,G476,V708,G476,135.0
2015-308_20150427_1.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,SL28,Z168,Z168,125.0
2015-308_20150427_2.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,F510,T984,F510,63.0
2015-308_20150427_3.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,PD07,TB69,TB69,128.0
2015-308_20150427_4.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,A596,SG64,A596,94.0
2015-308_20150427_5.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,L702,SC77,SC77,36.0
2015-308_20150427_6.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,MB02,R685,R685,54.0
2015-308_20150427_7.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,D551,S694,S694,57.0
2015-308_20150427_8.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,E224,T840,E224,98.0
2015-308_20150427_9.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,T742,TA46,T742,128.0
2015-308_20150427_10.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,K435,V708,K435,56.0
2015-308_20150427_11.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,B896,Z355,Z355,83.0
2015-308_20150427_12.0,2015-04-27,2015-04-27,Munich,Munich,,250,R32,0,clay,0,BA65,BA98,BA98,64.0
2015-308_20150427_13.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,MC10,Z168,MC10,75.0
2015-308_20150427_14.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,R685,SC77,R685,85.0
2015-308_20150427_15.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,BD06,S694,BD06,63.0
2015-308_20150427_16.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,E224,T742,E224,140.0
2015-308_20150427_17.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,K435,Z355,K435,63.0
2015-308_20150427_18.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,BA98,GB88,GB88,136.0
2015-308_20150427_19.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,F510,TB69,TB69,56.0
2015-308_20150427_20.0,2015-04-27,2015-04-28,Munich,Munich,,250,R16,0,clay,0,A596,MI43,MI43,26.0
2015-308_20150427_21.0,2015-04-27,2015-04-29,Munich,Munich,,250,QF,0,clay,0,MC10,R685,MC10,120.0
2015-308_20150427_22.0,2015-04-27,2015-04-29,Munich,Munich,,250,QF,0,clay,0,BD06,E224,BD06,91.0
2015-308_20150427_23.0,2015-04-27,2015-04-29,Munich,Munich,,250,QF,0,clay,0,GB88,K435,K435,105.0
2015-308_20150427_24.0,2015-04-27,2015-04-29,Munich,Munich,,250,QF,0,clay,0,MI43,TB69,MI43,137.0
2015-308_20150427_25.0,2015-04-27,2015-04-30,Munich,Munich,,250,SF,0,clay,0,BD06,MC10,MC10,94.0
2015-308_20150427_26.0,2015-04-27,2015-04-30,Munich,Munich,,250,SF,0,clay,0,K435,MI43,K435,97.0
2015-308_20150427_27.0,2015-04-27,2015-05-02,Munich,Munich,,250,F,0,clay,0,K435,MC10,MC10,184.0
2015-7163_20150427_1.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,K771,N289,N289,77.0
2015-7163_20150427_2.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,D646,H804,D646,96.0
2015-7163_20150427_3.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,KD46,L987,L987,93.0
2015-7163_20150427_4.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,BG23,G806,G806,73.0
2015-7163_20150427_5.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,G676,I306,G676,74.0
2015-7163_20150427_6.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,K926,N503,K926,92.0
2015-7163_20150427_7.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,D923,RE44,RE44,72.0
2015-7163_20150427_8.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,D632,M762,M762,26.0
2015-7163_20150427_9.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,K834,SM37,SM37,67.0
2015-7163_20150427_10.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,BD20,Y061,BD20,87.0
2015-7163_20150427_11.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,I165,PD31,I165,60.0
2015-7163_20150427_12.0,2015-04-27,2015-04-27,Istanbul,Istanbul,,250,R32,0,clay,0,G681,KB54,G681,107.0
2015-7163_20150427_13.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,F324,N289,F324,61.0
2015-7163_20150427_14.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,G676,K926,G676,70.0
2015-7163_20150427_15.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,G725,RE44,G725,111.0
2015-7163_20150427_16.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,M762,SM37,SM37,52.0
2015-7163_20150427_17.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,BD20,I165,BD20,93.0
2015-7163_20150427_18.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,C882,G681,C882,119.0
2015-7163_20150427_19.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,D646,L987,D646,158.0
2015-7163_20150427_20.0,2015-04-27,2015-04-28,Istanbul,Istanbul,,250,R16,0,clay,0,D875,G806,D875,65.0
2015-7163_20150427_21.0,2015-04-27,2015-04-29,Istanbul,Istanbul,,250,QF,0,clay,0,F324,G676,F324,148.0
2015-7163_20150427_22.0,2015-04-27,2015-04-29,Istanbul,Istanbul,,250,QF,0,clay,0,G725,SM37,SM37,111.0
2015-7163_20150427_23.0,2015-04-27,2015-04-29,Istanbul,Istanbul,,250,QF,0,clay,0,BD20,C882,C882,90.0
2015-7163_20150427_24.0,2015-04-27,2015-04-29,Istanbul,Istanbul,,250,QF,0,clay,0,D646,D875,D875,74.0
2015-7163_20150427_25.0,2015-04-27,2015-04-30,Istanbul,Istanbul,,250,SF,0,clay,0,F324,SM37,F324,115.0
2015-7163_20150427_26.0,2015-04-27,2015-04-30,Istanbul,Istanbul,,250,SF,0,clay,0,C882,D875,C882,76.0
2015-7163_20150427_27.0,2015-04-27,2015-05-02,Istanbul,Istanbul,,250,F,0,clay,0,C882,F324,F324,96.0
2015-7290_20150427_1.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,BE90,H756,H756,143.0
2015-7290_20150427_2.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,KE17,R772,KE17,134.0
2015-7290_20150427_3.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,CD85,LB66,CD85,65.0
2015-7290_20150427_4.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,F580,M824,M824,118.0
2015-7290_20150427_5.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,MA30,SN54,MA30,104.0
2015-7290_20150427_6.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,G628,ME05,G628,87.0
2015-7290_20150427_7.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,D750,E698,D750,95.0
2015-7290_20150427_8.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,A479,R612,A479,76.0
2015-7290_20150427_9.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,CA12,CG80,CG80,84.0
2015-7290_20150427_10.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,MA49,SH90,MA49,92.0
2015-7290_20150427_11.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,CF59,G476,G476,72.0
2015-7290_20150427_12.0,2015-04-27,2015-04-27,Estoril,Estoril,,250,R32,0,clay,0,G892,KB05,KB05,67.0
2015-7290_20150427_13.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,H756,L397,H756,123.0
2015-7290_20150427_14.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,KB05,KE17,KE17,70.0
2015-7290_20150427_15.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,CD85,V758,CD85,62.0
2015-7290_20150427_16.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,M824,MA30,MA30,121.0
2015-7290_20150427_17.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,D750,G628,G628,64.0
2015-7290_20150427_18.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,A479,MD56,A479,90.0
2015-7290_20150427_19.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,CG80,MA49,CG80,147.0
2015-7290_20150427_20.0,2015-04-27,2015-04-28,Estoril,Estoril,,250,R16,0,clay,0,A678,G476,G476,123.0
2015-7290_20150427_21.0,2015-04-27,2015-04-29,Estoril,Estoril,,250,QF,0,clay,0,H756,KE17,KE17,57.0
2015-7290_20150427_22.0,2015-04-27,2015-04-29,Estoril,Estoril,,250,QF,0,clay,0,CD85,MA30,CD85,77.0
2015-7290_20150427_23.0,2015-04-27,2015-04-29,Estoril,Estoril,,250,QF,0,clay,0,A479,G628,G628,85.0
2015-7290_20150427_24.0,2015-04-27,2015-04-29,Estoril,Estoril,,250,QF,0,clay,0,CG80,G476,G476,119.0
2015-7290_20150427_25.0,2015-04-27,2015-04-30,Estoril,Estoril,,250,SF,0,clay,0,CD85,KE17,KE17,120.0
2015-7290_20150427_26.0,2015-04-27,2015-04-30,Estoril,Estoril,,250,SF,0,clay,0,G476,G628,G628,136.0
2015-7290_20150427_27.0,2015-04-27,2015-05-02,Estoril,Estoril,,250,F,0,clay,0,G628,KE17,G628,65.0
2015-1536_20150503_1.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,G676,KE17,KE17,61.0
2015-1536_20150503_2.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,BD20,CA12,BD20,93.0
2015-1536_20150503_3.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,I186,ME82,I186,80.0
2015-1536_20150503_4.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,R685,T786,T786,66.0
2015-1536_20150503_5.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,A596,SM25,SM25,104.0
2015-1536_20150503_6.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,G628,K336,G628,58.0
2015-1536_20150503_7.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,G892,J386,J386,140.0
2015-1536_20150503_8.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,TA46,V495,V495,108.0
2015-1536_20150503_9.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,A678,BA98,BA98,76.0
2015-1536_20150503_10.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,D875,Y124,D875,57.0
2015-1536_20150503_11.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,F510,G725,F510,74.0
2015-1536_20150503_12.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,J397,SH90,SH90,87.0
2015-1536_20150503_13.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,C882,R772,R772,135.0
2015-1536_20150503_14.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,G476,V306,V306,113.0
2015-1536_20150503_15.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,C977,V708,C977,78.0
2015-1536_20150503_16.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,BD06,CA99,BD06,90.0
2015-1536_20150503_17.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,KD46,Q927,Q927,129.0
2015-1536_20150503_18.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,G858,GB88,GB88,133.0
2015-1536_20150503_19.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,A479,MA21,MA21,69.0
2015-1536_20150503_20.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,MA30,MD56,MD56,66.0
2015-1536_20150503_21.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,B896,L397,L397,129.0
2015-1536_20150503_22.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,MC65,T840,MC65,60.0
2015-1536_20150503_23.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,G710,K966,G710,28.0
2015-1536_20150503_24.0,2015-05-03,2015-05-03,Madrid Masters,Madrid Masters,,M,R64,0,clay,0,F444,K435,K435,59.0
2015-1536_20150503_25.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,F324,KE17,KE17,157.0
2015-1536_20150503_26.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,BD20,I186,I186,132.0
2015-1536_20150503_27.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,SM25,T786,T786,100.0
2015-1536_20150503_28.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,BA47,G628,BA47,97.0
2015-1536_20150503_29.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,J386,N409,N409,74.0
2015-1536_20150503_30.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,BA98,V495,BA98,101.0
2015-1536_20150503_31.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,D875,F510,D875,125.0
2015-1536_20150503_32.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,SH90,W367,W367,93.0
2015-1536_20150503_33.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,F401,R772,F401,79.0
2015-1536_20150503_34.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,C977,V306,V306,147.0
2015-1536_20150503_35.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,BD06,Q927,BD06,73.0
2015-1536_20150503_36.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,GB88,N552,N552,114.0
2015-1536_20150503_37.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,MA21,R975,R975,68.0
2015-1536_20150503_38.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,L397,MD56,MD56,118.0
2015-1536_20150503_39.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,G710,MC65,G710,200.0
2015-1536_20150503_40.0,2015-05-03,2015-05-04,Madrid Masters,Madrid Masters,,M,R32,0,clay,0,K435,MC10,MC10,108.0
2015-1536_20150503_41.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,I186,KE17,I186,105.0
2015-1536_20150503_42.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,BA47,T786,BA47,89.0
2015-1536_20150503_43.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,BA98,N409,N409,73.0
2015-1536_20150503_44.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,D875,W367,D875,119.0
2015-1536_20150503_45.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,F401,V306,F401,147.0
2015-1536_20150503_46.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,BD06,N552,N552,72.0
2015-1536_20150503_47.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,MD56,R975,R975,78.0
2015-1536_20150503_48.0,2015-05-03,2015-05-05,Madrid Masters,Madrid Masters,,M,R16,0,clay,0,G710,MC10,MC10,65.0
2015-1536_20150503_49.0,2015-05-03,2015-05-06,Madrid Masters,Madrid Masters,,M,QF,0,clay,0,BA47,I186,BA47,130.0
2015-1536_20150503_50.0,2015-05-03,2015-05-06,Madrid Masters,Madrid Masters,,M,QF,0,clay,0,D875,N409,N409,108.0
2015-1536_20150503_51.0,2015-05-03,2015-05-06,Madrid Masters,Madrid Masters,,M,QF,0,clay,0,F401,N552,N552,73.0
2015-1536_20150503_52.0,2015-05-03,2015-05-06,Madrid Masters,Madrid Masters,,M,QF,0,clay,0,MC10,R975,MC10,101.0
2015-1536_20150503_53.0,2015-05-03,2015-05-07,Madrid Masters,Madrid Masters,,M,SF,0,clay,0,BA47,N409,N409,104.0
2015-1536_20150503_54.0,2015-05-03,2015-05-07,Madrid Masters,Madrid Masters,,M,SF,0,clay,0,MC10,N552,MC10,98.0
2015-1536_20150503_55.0,2015-05-03,2015-05-09,Madrid Masters,Madrid Masters,,M,F,0,clay,0,MC10,N409,MC10,89.0
2015-416_20150510_1.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,A479,V495,A479,78.0
2015-416_20150510_2.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,C977,G476,G476,105.0
2015-416_20150510_3.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,D801,K966,D801,74.0
2015-416_20150510_4.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,F586,G628,G628,87.0
2015-416_20150510_5.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,L987,MA21,MA21,140.0
2015-416_20150510_6.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,BA98,TB69,TB69,120.0
2015-416_20150510_7.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,SD32,SM25,SD32,141.0
2015-416_20150510_8.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,I186,SH90,I186,71.0
2015-416_20150510_9.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,GB53,MD56,MD56,72.0
2015-416_20150510_10.0,2015-05-10,2015-05-10,Rome Masters,Rome Masters,,M,R64,0,clay,0,K771,ME82,K771,79.0
